sample_id,study_name,PMID,sample_accession,study_accession,bedaquiline,clofazimine,linezolid,delamanid,pretomanid
site.03.subj.DR-169.lab.IML-01128.iso.1,walker2022,35373160,ERS5320035,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-17.lab.IML-01066.iso.1,walker2022,35373160,ERS5319973,PRJEB41272,S,NA,NA,S,NA
site.03.subj.DR-170.lab.IML-01129.iso.1,walker2022,35373160,ERS5320036,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-172.lab.IML-01130.iso.1,walker2022,35373160,ERS5320037,PRJEB41272,S,NA,S,S,NA
site.03.subj.DR-175.lab.IML-01131.iso.1,walker2022,35373160,ERS5320038,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-176.lab.IML-01132.iso.1,walker2022,35373160,ERS5320039,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-177.lab.IML-01133.iso.1,walker2022,35373160,ERS5320040,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-179.lab.IML-01134.iso.1,walker2022,35373160,ERS5320041,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-180.lab.IML-01135.iso.1,walker2022,35373160,ERS5320042,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-182.lab.IML-01136.iso.1,walker2022,35373160,ERS5320043,PRJEB41272,NA,NA,NA,S,NA
site.03.subj.DR-185.lab.IML-01137.iso.1,walker2022,35373160,ERS5320044,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-186.lab.IML-01138.iso.1,walker2022,35373160,ERS5320045,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-189.lab.IML-01139.iso.1,walker2022,35373160,ERS5320046,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-190.lab.IML-01140.iso.1,walker2022,35373160,ERS5320047,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-191.lab.IML-01141.iso.1,walker2022,35373160,ERS5320048,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-194.lab.IML-01142.iso.1,walker2022,35373160,ERS5320049,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-199.lab.IML-01143.iso.1,walker2022,35373160,ERS5320050,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-202.lab.IML-01147.iso.1,walker2022,35373160,ERS5320054,PRJEB41272,S,NA,S,S,NA
site.03.subj.DR-203.lab.IML-01144.iso.1,walker2022,35373160,ERS5320051,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-205.lab.IML-01148.iso.1,walker2022,35373160,ERS5320055,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-206.lab.IML-01149.iso.1,walker2022,35373160,ERS5320056,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-208.lab.IML-01145.iso.1,walker2022,35373160,ERS5320052,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-211.lab.IML-01150.iso.1,walker2022,35373160,ERS5320057,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-214.lab.IML-01146.iso.1,walker2022,35373160,ERS5320053,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-216.lab.IML-01151.iso.1,walker2022,35373160,ERS5320058,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-217.lab.IML-01184.iso.1,walker2022,35373160,ERS5320085,PRJEB41272,S,NA,NA,S,NA
site.03.subj.DR-218.lab.IML-01152.iso.1,walker2022,35373160,ERS5320059,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-22.lab.IML-01067.iso.1,walker2022,35373160,ERS5319974,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-220.lab.IML-01153.iso.1,walker2022,35373160,ERS5320060,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-221.lab.IML-01154.iso.1,walker2022,35373160,ERS5320061,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-222.lab.IML-01155.iso.1,walker2022,35373160,ERS5320062,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-227.lab.IML-01156.iso.1,walker2022,35373160,ERS5320063,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-228.lab.IML-01157.iso.1,walker2022,35373160,ERS5320064,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-23.lab.IML-01087.iso.1,walker2022,35373160,ERS5319994,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-230.lab.IML-01185.iso.1,walker2022,35373160,ERS5320086,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-231.lab.IML-01158.iso.1,walker2022,35373160,ERS5320065,PRJEB41272,S,NA,S,S,NA
site.03.subj.DR-233.lab.IML-01193.iso.1,walker2022,35373160,ERS5320094,PRJEB41272,S,NA,S,S,NA
site.03.subj.DR-235.lab.IML-01159.iso.1,walker2022,35373160,ERS5320066,PRJEB41272,NA,NA,NA,S,NA
site.03.subj.DR-236.lab.IML-01160.iso.1,walker2022,35373160,ERS5320067,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-237.lab.IML-01161.iso.1,walker2022,35373160,ERS5320068,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-238.lab.IML-01162.iso.1,walker2022,35373160,ERS5320069,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-240.lab.IML-01163.iso.1,walker2022,35373160,ERS5320070,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-241.lab.IML-01164.iso.1,walker2022,35373160,ERS5320071,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-245.lab.IML-01166.iso.1,walker2022,35373160,ERS5320072,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-254.lab.IML-01173.iso.1,walker2022,35373160,ERS5320074,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-255.lab.IML-01174.iso.1,walker2022,35373160,ERS5320075,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-257.lab.IML-01175.iso.1,walker2022,35373160,ERS5320076,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-258.lab.IML-01194.iso.1,walker2022,35373160,ERS5320095,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-26.lab.IML-01076.iso.1,walker2022,35373160,ERS5319983,PRJEB41272,NA,NA,NA,S,NA
site.03.subj.DR-260.lab.IML-01176.iso.1,walker2022,35373160,ERS5320077,PRJEB41272,NA,S,S,S,NA
site.03.subj.DR-261.lab.IML-01177.iso.1,walker2022,35373160,ERS5320078,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-264.lab.IML-01178.iso.1,walker2022,35373160,ERS5320079,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-267.lab.IML-01179.iso.1,walker2022,35373160,ERS5320080,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-269.lab.IML-01180.iso.1,walker2022,35373160,ERS5320081,PRJEB41272,S,NA,S,S,NA
site.03.subj.DR-27.lab.IML-01086.iso.1,walker2022,35373160,ERS5319993,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-270.lab.IML-01181.iso.1,walker2022,35373160,ERS5320082,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-272.lab.IML-01182.iso.1,walker2022,35373160,ERS5320083,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-274.lab.IML-01195.iso.1,walker2022,35373160,ERS5320096,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-275.lab.IML-01183.iso.1,walker2022,35373160,ERS5320084,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-276.lab.IML-01186.iso.1,walker2022,35373160,ERS5320087,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-279.lab.IML-01187.iso.1,walker2022,35373160,ERS5320088,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-28.lab.IML-01068.iso.1,walker2022,35373160,ERS5319975,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-281.lab.IML-01188.iso.1,walker2022,35373160,ERS5320089,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-283.lab.IML-01196.iso.1,walker2022,35373160,ERS5320097,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-284.lab.IML-01189.iso.1,walker2022,35373160,ERS5320090,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-285.lab.IML-01190.iso.1,walker2022,35373160,ERS5320091,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-288.lab.IML-01191.iso.1,walker2022,35373160,ERS5320092,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-29.lab.IML-01069.iso.1,walker2022,35373160,ERS5319976,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-292.lab.IML-01197.iso.1,walker2022,35373160,ERS5320098,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-3.lab.IML-01057.iso.1,walker2022,35373160,ERS5319730,PRJEB41266,S,S,S,S,NA
site.03.subj.DR-30.lab.IML-01070.iso.1,walker2022,35373160,ERS5319977,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-305.lab.IML-01192.iso.1,walker2022,35373160,ERS5320093,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-31.lab.IML-01071.iso.1,walker2022,35373160,ERS5319978,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-314.lab.IML-01198.iso.1,walker2022,35373160,ERS5320099,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-318.lab.IML-01199.iso.1,walker2022,35373160,ERS5320100,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-320.lab.IML-01200.iso.1,walker2022,35373160,ERS5320101,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-325.lab.IML-01201.iso.1,walker2022,35373160,ERS5320102,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-34.lab.IML-01072.iso.1,walker2022,35373160,ERS5319979,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-35.lab.IML-01088.iso.1,walker2022,35373160,ERS5319995,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-44.lab.IML-01077.iso.1,walker2022,35373160,ERS5319984,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-47.lab.IML-01078.iso.1,walker2022,35373160,ERS5319985,PRJEB41272,S,S,S,NA,NA
site.03.subj.DR-48.lab.IML-01073.iso.1,walker2022,35373160,ERS5319980,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-49.lab.IML-01079.iso.1,walker2022,35373160,ERS5319986,PRJEB41272,NA,S,S,S,NA
site.03.subj.DR-5.lab.IML-01058.iso.1,walker2022,35373160,ERS5319731,PRJEB41266,S,S,S,S,NA
site.03.subj.DR-51.lab.IML-01074.iso.1,walker2022,35373160,ERS5319981,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-52.lab.IML-01080.iso.1,walker2022,35373160,ERS5319987,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-54.lab.IML-01081.iso.1,walker2022,35373160,ERS5319988,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-56.lab.IML-01089.iso.1,walker2022,35373160,ERS5319996,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-57.lab.IML-01082.iso.1,walker2022,35373160,ERS5319989,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-58.lab.IML-01083.iso.1,walker2022,35373160,ERS5319990,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-6.lab.IML-01059.iso.1,walker2022,35373160,ERS5319732,PRJEB41266,S,S,NA,S,NA
site.03.subj.DR-63.lab.IML-01075.iso.1,walker2022,35373160,ERS5319982,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-68.lab.IML-01084.iso.1,walker2022,35373160,ERS5319991,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-69.lab.IML-01106.iso.1,walker2022,35373160,ERS5320013,PRJEB41272,S,S,S,NA,NA
site.03.subj.DR-70.lab.IML-01085.iso.1,walker2022,35373160,ERS5319992,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-73.lab.IML-01090.iso.1,walker2022,35373160,ERS5319997,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-74.lab.IML-01107.iso.1,walker2022,35373160,ERS5320014,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-75.lab.IML-01091.iso.1,walker2022,35373160,ERS5319998,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-78.lab.IML-01108.iso.1,walker2022,35373160,ERS5320015,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-79.lab.IML-01092.iso.1,walker2022,35373160,ERS5319999,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-8.lab.IML-01060.iso.1,walker2022,35373160,ERS5319733,PRJEB41266,S,S,S,S,NA
site.03.subj.DR-81.lab.IML-01093.iso.1,walker2022,35373160,ERS5320000,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-83.lab.IML-01094.iso.1,walker2022,35373160,ERS5320001,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-91.lab.IML-01095.iso.1,walker2022,35373160,ERS5320002,PRJEB41272,S,S,NA,S,NA
site.03.subj.DR-94.lab.IML-01096.iso.1,walker2022,35373160,ERS5320003,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-95.lab.IML-01097.iso.1,walker2022,35373160,ERS5320004,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-97.lab.IML-01098.iso.1,walker2022,35373160,ERS5320005,PRJEB41272,S,S,S,S,NA
site.03.subj.DR-99.lab.IML-01109.iso.1,walker2022,35373160,ERS5320016,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-10.lab.IML-01203.iso.1,walker2022,35373160,ERS5320103,PRJEB41272,NA,S,S,S,NA
site.03.subj.DS-11.lab.IML-01217.iso.1,walker2022,35373160,ERS5320117,PRJEB41272,NA,S,S,S,NA
site.03.subj.DS-12.lab.IML-01237.iso.1,walker2022,35373160,ERS5320137,PRJEB41272,S,NA,S,S,NA
site.03.subj.DS-122.lab.IML-01258.iso.1,walker2022,35373160,ERS5320151,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-137.lab.IML-01259.iso.1,walker2022,35373160,ERS5320152,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-138.lab.IML-01260.iso.1,walker2022,35373160,ERS5320153,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-14.lab.IML-01204.iso.1,walker2022,35373160,ERS5320104,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-140.lab.IML-01261.iso.1,walker2022,35373160,ERS5320154,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-141.lab.IML-01262.iso.1,walker2022,35373160,ERS5320155,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-147.lab.IML-01263.iso.1,walker2022,35373160,ERS5320156,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-148.lab.IML-01264.iso.1,walker2022,35373160,ERS5320157,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-149.lab.IML-01265.iso.1,walker2022,35373160,ERS5320158,PRJEB41272,S,NA,S,S,NA
site.03.subj.DS-15.lab.IML-01219.iso.1,walker2022,35373160,ERS5320119,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-150.lab.IML-01256.iso.1,walker2022,35373160,ERS5320150,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-151.lab.IML-01267.iso.1,walker2022,35373160,ERS5320160,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-152.lab.IML-01266.iso.1,walker2022,35373160,ERS5320159,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-153.lab.IML-01269.iso.1,walker2022,35373160,ERS5320162,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-154.lab.IML-01268.iso.1,walker2022,35373160,ERS5320161,PRJEB41272,NA,S,S,S,NA
site.03.subj.DS-155.lab.IML-01241.iso.1,walker2022,35373160,ERS5320141,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-157.lab.IML-01242.iso.1,walker2022,35373160,ERS5320142,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-158.lab.IML-01243.iso.1,walker2022,35373160,ERS5320143,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-16.lab.IML-01205.iso.1,walker2022,35373160,ERS5320105,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-160.lab.IML-01245.iso.1,walker2022,35373160,ERS5320145,PRJEB41272,NA,S,NA,NA,NA
site.03.subj.DS-161.lab.IML-01246.iso.1,walker2022,35373160,ERS5320146,PRJEB41272,S,NA,NA,S,NA
site.03.subj.DS-162.lab.IML-01247.iso.1,walker2022,35373160,ERS5320147,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-163.lab.IML-01240.iso.1,walker2022,35373160,ERS5320140,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-164.lab.IML-01254.iso.1,walker2022,35373160,ERS5320148,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-165.lab.IML-01255.iso.1,walker2022,35373160,ERS5320149,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-17.lab.IML-01206.iso.1,walker2022,35373160,ERS5320106,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-20.lab.IML-01227.iso.1,walker2022,35373160,ERS5320127,PRJEB41272,S,NA,NA,S,NA
site.03.subj.DS-23.lab.IML-01244.iso.1,walker2022,35373160,ERS5320144,PRJEB41272,S,NA,NA,S,NA
site.03.subj.DS-24.lab.IML-01207.iso.1,walker2022,35373160,ERS5320107,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-25.lab.IML-01228.iso.1,walker2022,35373160,ERS5320128,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-26.lab.IML-01238.iso.1,walker2022,35373160,ERS5320138,PRJEB41272,NA,NA,NA,S,NA
site.03.subj.DS-28.lab.IML-01208.iso.1,walker2022,35373160,ERS5320108,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-30.lab.IML-01220.iso.1,walker2022,35373160,ERS5320120,PRJEB41272,S,NA,NA,S,NA
site.03.subj.DS-31.lab.IML-01229.iso.1,walker2022,35373160,ERS5320129,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-33.lab.IML-01230.iso.1,walker2022,35373160,ERS5320130,PRJEB41272,NA,NA,NA,S,NA
site.03.subj.DS-36.lab.IML-01239.iso.1,walker2022,35373160,ERS5320139,PRJEB41272,NA,S,S,S,NA
site.03.subj.DS-37.lab.IML-01221.iso.1,walker2022,35373160,ERS5320121,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-39.lab.IML-01209.iso.1,walker2022,35373160,ERS5320109,PRJEB41272,NA,S,S,S,NA
site.03.subj.DS-40.lab.IML-01222.iso.1,walker2022,35373160,ERS5320122,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-41.lab.IML-01210.iso.1,walker2022,35373160,ERS5320110,PRJEB41272,S,NA,NA,S,NA
site.03.subj.DS-42.lab.IML-01211.iso.1,walker2022,35373160,ERS5320111,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-43.lab.IML-01223.iso.1,walker2022,35373160,ERS5320123,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-45.lab.IML-01231.iso.1,walker2022,35373160,ERS5320131,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-48.lab.IML-01212.iso.1,walker2022,35373160,ERS5320112,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-49.lab.IML-01213.iso.1,walker2022,35373160,ERS5320113,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-52.lab.IML-01224.iso.1,walker2022,35373160,ERS5320124,PRJEB41272,S,NA,S,S,NA
site.03.subj.DS-53.lab.IML-01214.iso.1,walker2022,35373160,ERS5320114,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-55.lab.IML-01225.iso.1,walker2022,35373160,ERS5320125,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-61.lab.IML-01226.iso.1,walker2022,35373160,ERS5320126,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-63.lab.IML-01270.iso.1,walker2022,35373160,ERS5320163,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-64.lab.IML-01232.iso.1,walker2022,35373160,ERS5320132,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-65.lab.IML-01233.iso.1,walker2022,35373160,ERS5320133,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-66.lab.IML-01234.iso.1,walker2022,35373160,ERS5320134,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-67.lab.IML-01235.iso.1,walker2022,35373160,ERS5320135,PRJEB41272,NA,S,NA,S,NA
site.03.subj.DS-68.lab.IML-01236.iso.1,walker2022,35373160,ERS5320136,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-70.lab.IML-01271.iso.1,walker2022,35373160,ERS5320164,PRJEB41272,S,S,NA,S,NA
site.03.subj.DS-8.lab.IML-01215.iso.1,walker2022,35373160,ERS5320115,PRJEB41272,S,S,S,S,NA
site.03.subj.DS-9.lab.IML-01216.iso.1,walker2022,35373160,ERS5320116,PRJEB41272,S,NA,S,S,NA
site.03.subj.GB-29860044.lab.IML-01773.iso.1,walker2022,35373160,ERS5320351,PRJEB41275,S,NA,NA,NA,NA
site.03.subj.GB-74250122.lab.74250122.iso.1,walker2022,35373160,ERS5320311,PRJEB41275,S,S,NA,S,NA
site.03.subj.GB-74710002.lab.IML-01909.iso.1,walker2022,35373160,ERS5320482,PRJEB41275,NA,S,NA,S,NA
site.03.subj.GB-80120019.lab.IML-00745.iso.1,walker2022,35373160,ERS5312675,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-80850040.lab.IML-00748.iso.1,walker2022,35373160,ERS5312676,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-81040190.lab.IML-00744.iso.1,walker2022,35373160,ERS5312677,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-81060057.lab.81060057.iso.1,walker2022,35373160,ERS5312544,PRJEB41208,S,S,S,S,NA
site.03.subj.GB-81150105.lab.IML-00746.iso.1,walker2022,35373160,ERS5312678,PRJEB41210,S,NA,NA,S,NA
site.03.subj.GB-81510001.lab.IML-01906.iso.1,walker2022,35373160,ERS5320479,PRJEB41275,S,S,NA,S,NA
site.03.subj.GB-81510095.lab.81510095.iso.1,walker2022,35373160,ERS5312679,PRJEB41210,S,S,S,NA,NA
site.03.subj.GB-81560076.lab.IML-01446.iso.1,walker2022,35373160,ERS5320287,PRJEB41275,NA,S,NA,S,NA
site.03.subj.GB-81840117.lab.81840117.iso.1,walker2022,35373160,ERS5312680,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-81950140.lab.81950140.iso.1,walker2022,35373160,ERS5320319,PRJEB41275,S,S,S,S,NA
site.03.subj.GB-82030137.lab.82030137.iso.1,walker2022,35373160,ERS5312681,PRJEB41210,S,S,S,NA,NA
site.03.subj.GB-82120024.lab.IML-01437.iso.1,walker2022,35373160,ERS5320286,PRJEB41275,S,S,S,S,NA
site.03.subj.GB-82130003.lab.IML-01453.iso.1,walker2022,35373160,ERS5320291,PRJEB41275,NA,S,NA,S,NA
site.03.subj.GB-82160050.lab.82160050.iso.1,walker2022,35373160,ERS5312682,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82250012.lab.IML-01452.iso.1,walker2022,35373160,ERS5320290,PRJEB41275,S,NA,NA,S,NA
site.03.subj.GB-82250026.lab.82250026.iso.1,walker2022,35373160,ERS5312683,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82250054.lab.IML-01454.iso.1,walker2022,35373160,ERS5320292,PRJEB41275,S,S,S,S,NA
site.03.subj.GB-82250175.lab.IML-01455.iso.1,walker2022,35373160,ERS5320293,PRJEB41275,S,S,S,S,NA
site.03.subj.GB-82270124.lab.82270124.iso.1,walker2022,35373160,ERS5312542,PRJEB41208,S,S,S,S,NA
site.03.subj.GB-82320003.lab.IML-01434.iso.1,walker2022,35373160,ERS5320285,PRJEB41275,NA,S,NA,S,NA
site.03.subj.GB-82340035.lab.82340035.iso.1,walker2022,35373160,ERS5312684,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82350026.lab.82350026.iso.1,walker2022,35373160,ERS5312685,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82410025.lab.GB-82410025.iso.1,walker2022,35373160,ERS5312602,PRJEB41208,NA,S,S,S,NA
site.03.subj.GB-82420075.lab.82420075.iso.1,walker2022,35373160,ERS5312686,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82420148.lab.82420148.iso.1,walker2022,35373160,ERS5312687,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82440038.lab.82440038.iso.1,walker2022,35373160,ERS5312688,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82440157.lab.82440157.iso.1,walker2022,35373160,ERS5312689,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82450180.lab.82450180.iso.1,walker2022,35373160,ERS5312550,PRJEB41208,S,NA,NA,S,NA
site.03.subj.GB-82450184.lab.82450184.iso.1,walker2022,35373160,ERS5312561,PRJEB41208,S,S,S,NA,NA
site.03.subj.GB-82460003.lab.82460003.iso.1,walker2022,35373160,ERS5312690,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82520079.lab.82520079.iso.1,walker2022,35373160,ERS5312691,PRJEB41210,S,S,S,NA,NA
site.03.subj.GB-82520097.lab.82520097.iso.1,walker2022,35373160,ERS5312500,PRJEB41208,S,S,S,S,NA
site.03.subj.GB-82540002.lab.82540002.iso.1,walker2022,35373160,ERS5312692,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82540060.lab.82540060.iso.1,walker2022,35373160,ERS5312485,PRJEB41208,S,S,NA,S,NA
site.03.subj.GB-82540099.lab.82540099.iso.1,walker2022,35373160,ERS5312693,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82540135.lab.82540135.iso.1,walker2022,35373160,ERS5312694,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82550142.lab.82550142.iso.1,walker2022,35373160,ERS5312524,PRJEB41208,S,S,S,S,NA
site.03.subj.GB-82560048.lab.82560048.iso.1,walker2022,35373160,ERS5312695,PRJEB41210,NA,S,S,NA,NA
site.03.subj.GB-82610010.lab.IML-01449.iso.1,walker2022,35373160,ERS5320289,PRJEB41275,S,S,NA,S,NA
site.03.subj.GB-82610078.lab.82610078.iso.1,walker2022,35373160,ERS5312696,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82620076.lab.82620076.iso.1,walker2022,35373160,ERS5312697,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82620147.lab.82620147.iso.1,walker2022,35373160,ERS5312698,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82630040.lab.82630040.iso.1,walker2022,35373160,ERS5312699,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82640051.lab.82640051.iso.1,walker2022,35373160,ERS5319967,PRJEB41272,S,S,S,S,NA
site.03.subj.GB-82640117.lab.IML-01462.iso.1,walker2022,35373160,ERS5320297,PRJEB41275,S,S,NA,S,NA
site.03.subj.GB-82640168.lab.82640168.iso.1,walker2022,35373160,ERS5312700,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82640169.lab.82640169.iso.1,walker2022,35373160,ERS5312701,PRJEB41210,S,S,S,S,NA
site.03.subj.GB-82650003.lab.82650003.iso.1,walker2022,35373160,ERS5312502,PRJEB41208,S,S,S,S,NA
site.03.subj.GB-82660031.lab.82660031.iso.1,walker2022,35373160,ERS5312702,PRJEB41210,S,S,NA,S,NA
site.03.subj.GB-82730002.lab.82730002.iso.1,walker2022,35373160,ERS5312487,PRJEB41208,S,S,S,S,NA
site.03.subj.GB-82740069.lab.82740069.iso.1,walker2022,35373160,ERS5312486,PRJEB41208,S,S,S,S,NA
site.03.subj.GB-82740115.lab.82740115.iso.1,walker2022,35373160,ERS5320320,PRJEB41275,S,S,S,S,NA
site.03.subj.GB-82740128.lab.82740128.iso.1,walker2022,35373160,ERS5312703,PRJEB41210,S,S,S,S,NA
